ETER_ID,institution_name,English Institution Name,reference_year,country_code,latitude,longitude,total_current_expenditure_PPP,basic_government_allocation_PPP,private_third_party_funding_PPP,total_current_revenues_PPP,total_academic_staff_FTE,total_students_enrolled_ISCED_5-7,total_students_enrolled_ISCED_8,ReD_expenditure_PPP,erasmus_incoming_students_ISCED_5,erasmus_incoming_students_ISCED_6,erasmus_incoming_students_ISCED_7,erasmus_incoming_students_ISCED_8,erasmus_incoming_staff,TOTAL_ISCED8 ,staff_to_student_ratio,doctorate_to_stundents_ratio,doctorate_to_accademic_staff,research_income,proportion_of_international_students,proportion_international_staff
NO0023,Høgskolen i Hedmark,Hedmark University College,2013,NO,"60,881696","11,53483","44121527,64",xc,"1276934,966","45886850,77","301,74",7940,31,"9378940,09",2,50,7,0,m,6,"0,06809369952",#VALUE!,"14,6856465","0,000007641682459",#VALUE!,#VALUE!
NO0024,Høgskolen i Lillehammer,Lillehammer University College,2013,NO,"61,150325","10,422391","28687761,83",xc,"753914,833","30150648,72","190,63",4795,25,"5913694,229",a,34,7,0,m,59,"0,03800251889","0,003904282116","26,3140452","0,000006575739998","0,0007556675063",#VALUE!
NO0025,Høgskolen i Molde,"Molde University College, Specialized University in Logistics",2013,NO,"62,736598","7,109319","14250945,62",xc,"215723,7565","15282710,38","112,1",2359,31,"3326961,402",a,21,13,0,m,#VALUE!,"0,03975599583","0,005213764338","25,1534386","0,000006322583696","0,01230448384",#VALUE!
NO0026,Høgskolen i Narvik,Narvik University College,2013,NO,"68,436098","17,434807","17154346,69",xc,"360607,5568","17757425,63","123,96",1582,s,"2310163,908",a,1,1,0,m,#VALUE!,"0,04752013565","0,01314116151","21,04371097","0,000007335086333",#VALUE!,#VALUE!
NO0027,Høgskolen i Nesna,Nesna University College,2013,NO,"66,198624","13,030214","10466994,75",xc,"60926,50588","10662707,94","77,2",1140,a,"1464188,392",a,7,2,a,m,#VALUE!,"0,07835651075",#VALUE!,"12,76218135","0,00000698074161",#VALUE!,#VALUE!
NO0028,Høgskolen i Nord-Trøndelag,Nord-Trøndelag University College,2013,NO,"64,0150494","11,495234","38067298,17",xc,"489366,0064","37478390,29","276,2",4079,a,"4604059,056",0,20,0,a,m,#VALUE!,"0,06771929825",#VALUE!,"14,76683938","0,000007240187058",#VALUE!,#VALUE!
NO0030,Høgskulen i Sogn og Fjordane,Sogn og Fjordane University College,2013,NO,"61,23029","7,08881","27598734,37",xc,"284612,7628","28601983,49","208,31",3678,a,"4449505,836",a,18,3,a,m,20,"0,06771267468",#VALUE!,"14,76828385","0,00000736958012",#VALUE!,#VALUE!
NO0031,Høgskolen Stord/ Haugesund,Stord/Haugesund University College,2013,NO,"59,81698","5,524873","24734534,51",xc,"662301,2161","25158661,08","190,15",3228,a,"4132265,018",0,48,1,a,m,#VALUE!,"0,05663675911",#VALUE!,"17,65637751","0,000007283061334","0,005437737901",#VALUE!
NO0032,Høgskolen i Sør-Trøndelag,Sør-Trøndelag University College,2013,NO,"63,419499","10,402077","68901126,61",xc,"1466791,394","68584048,48","477,27",8456,s,"7825273,519",7,60,13,0,m,49,"0,05890644362",#VALUE!,"16,97607152","0,00000755803337",#VALUE!,#VALUE!
NO0033,Høgskolen i Telemark,Telemark University College,2013,NO,"59,138762","9,672157",52618961,xc,"304916,9887","51958975,56","384,89",6690,45,"7711392,199",0,79,21,5,m,80,"0,05644157994",#VALUE!,"17,71743458","0,00000695890678","0,005794701987",#VALUE!
NO0034,Høgskolen i Vestfold,Vestfold University College,2013,NO,"59,36832","10,440987","42810721,11",xc,"1287900,11","45199819,17","273,36",4530,36,"7288404,441",a,54,7,0,m,100,"0,05753213752","0,006726457399","17,38158955","0,000007407574839","0,01195814649",#VALUE!
NO0035,Høgskulen i Volda,Volda University College,2013,NO,"62,147909","6,082571","24035384,55",xc,"153170,3746","26257453,13","191,95",3893,a,"3335095,782",2,73,5,1,m,#VALUE!,"0,06034437086","0,007947019868","16,57155399","0,000006047811806","0,02207505519",#VALUE!
NO0036,Høgskolen i Østfold,Østfold University College,2013,NO,"59,128854","11,353201","44131695,61",xc,"270224,1022","45181437,34","280,4",5634,a,"5409362,671",7,55,10,a,m,80,"0,04930644747",#VALUE!,"20,28132326","0,000007310305348",#VALUE!,#VALUE!
NO0037,Høgskolen i Ålesund,Aalesund University College,2013,NO,"62,472173","6,235352","19704734,94",xc,"861490,7878","20483840,97","124,68",2179,a,"2944645,544",a,20,5,a,m,72,"0,04976925808",#VALUE!,"20,09272468","0,000006206088528","0,01419950302",#VALUE!
NO0038,Sámi allskuvla/ Samisk høgskole,Sámi University College,2013,NO,"69,013698","23,03867","7475983,243",xc,"217676,0076","7935250,336","37,55",159,a,"2155610,689",0,0,0,a,m,#VALUE!,"0,05721890776",#VALUE!,"17,47674046","0,00000608674907","0,03304268013",#VALUE!
NO0039,Diakonhjemmet høgskole,Diakonhjemmet University College,2013,NO,"59,936551","10,704603","14611722,7",xc,xc,"14736649,45","94,45",2325,a,m,a,7,0,a,m,0,"0,236163522",#VALUE!,"4,234354194","0,00000473204983",#VALUE!,#VALUE!
NO0040,Dronning Mauds minne,Queen Maud University College,2013,NO,"63,438867","10,447679","9483962,338",xc,xc,"9941796,885","87,6",1160,a,m,a,9,0,a,m,#VALUE!,"0,04062365591",#VALUE!,"24,61619905","0,000006409190931",0,#VALUE!
NO0041,Kunst- og designhøgskolen i Bergen,Bergen Academy of Art and Design,2013,NO,"60,39104","5,332933","9362395,087",xc,"37909,95241","9630225,322","42,97",328,a,m,a,12,3,a,m,#VALUE!,"0,07551724138",#VALUE!,"13,24200913","0,00000881128442",#VALUE!,#VALUE!
NO0042,Kunsthøgskolen i Oslo,Oslo National Academy of the Arts,2013,NO,"59,925343","10,754757","24035384,55",xc,"127693,9033","26257453,13","80,16",532,a,m,a,7,3,a,m,#VALUE!,"0,1310060976",#VALUE!,"7,633232488","0,00000446199321",#VALUE!,#VALUE!
NO0043,Campus Kristiania - Markedshøyskolen,Oslo School of Management - Campus Kristiania,2013,NO,"59,911087","10,745956","9396347,663",xc,x,"11170618,62","39,6",2006,a,m,a,2,0,a,m,#VALUE!,"0,1506766917",#VALUE!,"6,636726547","0,000003052847495",#VALUE!,#VALUE!
NO0044,Norges Informasjonsteknologiske Høgskole,The Norwegian School of Information Technology,2013,NO,"59,9138688","10,7522454","4513940,375",xc,xc,"5247482,735","23,8",658,a,m,a,a,a,a,a,#VALUE!,"0,01974077767",#VALUE!,"50,65656566","0,000003545014054",#VALUE!,#VALUE!
NO0045,NLA Høgskolen,NLA University College,2013,NO,"60,408412","5,325719","13812258,51",xc,xc,"14070362,39","117,92",1931,a,m,a,4,0,a,m,#VALUE!,"0,03617021277",#VALUE!,"27,64705882","0,000004535508015",#VALUE!,#VALUE!
NO0046,Forsvarets høgskole,The Norwegian Defence University College,2013,NO,"59,907586","10,737084",m,m,m,m,m,m,a,m,a,a,a,a,m,#VALUE!,"0,06106680476",#VALUE!,"16,37550882","0,000008380736527",#VALUE!,#VALUE!
NO0051,Politihøgskolen,The Norwegian Police University College,2013,NO,"59,931915","10,713946","46583194,37",xc,0,"46583194,29","206,65",2532,a,m,a,0,0,a,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
NO0054,Høgskolen Betanien,Betanien University College,2013,NO,"60,361704","5,292858","2317403,506",xc,x,"2368894,131","17,5",284,a,m,a,0,a,a,m,#VALUE!,"0,08161532385",#VALUE!,"12,25260102","0,000004436149198",#VALUE!,#VALUE!
NO0059,Haraldsplass diakonale høgskole,Haraldsplass Deaconess University College,2013,NO,"60,378074","5,363411","2881604,1",xc,xc,"3035831,944","24,2",411,a,m,a,a,a,a,m,#VALUE!,"0,06161971831",#VALUE!,"16,22857143","0,000007387413296",#VALUE!,#VALUE!
NO0062,Høyskolen Diakonova,Diakonova University College,2013,NO,"59,919131","10,746456","3726440,802",xc,xc,"4235246,268","28,05",533,a,m,a,0,a,a,m,#VALUE!,"0,05888077859",#VALUE!,"16,98347107","0,000007971455749",#VALUE!,#VALUE!
NO0064,Lovisenberg diakonale høgskole,Lovisenberg Diaconal University College,2013,NO,"59,931796","10,746326","6568674,503",xc,x,"6531622,402","57,8",728,a,m,a,6,0,a,m,#VALUE!,"0,05262664165",#VALUE!,"19,00178253","0,000006622991492",#VALUE!,#VALUE!
NO0069,Høgskolen i Oslo og Akershus,Oslo and Akershus University College of Applied Sciences,2013,NO,"59,921093","10,733639","149228685,4",xc,"1023156,79","154374789,4","1024,3",17638,94,"24541424,33",2,115,17,1,m,#VALUE!,"0,0793956044",#VALUE!,"12,59515571","0,000008849256194",#VALUE!,#VALUE!
PL0001,Uniwersytet Ekonomiczny w Katowicach,University of Economics in Katowice,2013,PL,"50,258437","19,04473","46814337,46","28415984,79",0,"46060366,06","506,4",13136,167,"2233819,502",2,91,30,0,m,134,"0,05807347772","0,005329402427","17,21956458","0,000006635150754",#VALUE!,#VALUE!
PL0003,Akademia Górniczo-Hutnicza im. St. Staszica w Krakowie,AGH University of Science and Technology in Cracow,2013,PL,"50,066891","19,913624","258584094,4","150384196,9",0,"276831511,1","2177,9",35829,987,"91654960,55",a,102,46,1,m,123,"0,03855054811","0,01271315469","25,9399684","0,00001099426781","0,01020097442",#VALUE!
PL0004,Akademia Humanistyczna im. A. Gieysztora w Pułtusku,The Pultusk School of Humanities,2013,PL,"52,69928","21,086058",m,m,m,m,90,1797,a,m,a,0,0,a,m,#VALUE!,"0,06078595551","0,02754751737","16,45116856","0,000007867240227","0,00343297329",#VALUE!
PL0005,Akademia im. Jana Długosza w Częstochowie,Jan Długosz University in Częstochowa,2013,PL,"50,810195","19,11623","26742891,92","20449473,33",0,"26395293,1","451,3",6588,154,"1680679,275",a,0,1,0,m,#VALUE!,"0,05008347245",#VALUE!,"19,96666667",#VALUE!,#VALUE!,#VALUE!
PL0006,Akademia Leona Koźmińskiego,Kozminski University,2013,PL,"52,271382","21,014905",m,m,m,m,265,7708,154,m,a,62,61,0,m,#VALUE!,"0,0685033394","0,02337583485","14,5978285","0,00001709774536",#VALUE!,#VALUE!
PL0007,Akademia Marynarki Wojennej im. Bohaterów Westerplatte w Gdyni,Polish Naval Academy in Gdynia,2013,PL,"54,543846","18,545019",m,m,m,m,"205,3",3896,36,m,a,2,0,0,m,#VALUE!,"0,03437986508","0,01997924235","29,08679245",#VALUE!,#VALUE!,#VALUE!
PL0008,Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu,Wrocław Medical University,2013,PL,"51,108902","17,068864",m,m,m,m,"1085,7",5669,285,m,a,a,a,a,m,#VALUE!,"0,05269507187","0,009240246407","18,97710667",#VALUE!,#VALUE!,#VALUE!
PL0009,Uniwersytet Medyczny w Lublinie,Medical University of Lublin,2013,PL,"51,248169","22,548824",m,m,m,m,"1182,3",7140,356,m,a,13,5,0,m,#VALUE!,"0,1915152584","0,05027341683","5,221516073",#VALUE!,#VALUE!,#VALUE!
PL0010,Gdański Uniwersytet Medyczny,Medical University of Gdańsk,2013,PL,"54,366317","18,629359",m,m,m,m,"951,8",5357,235,m,a,23,20,0,m,#VALUE!,"0,1655882353","0,04985994398","6,039076377",#VALUE!,#VALUE!,#VALUE!
PL0011,Akademia Morska w Gdyni,Gdynia Maritime University,2013,PL,"54,526426","18,511658",m,m,m,m,"333,5",6125,15,m,a,44,10,0,m,#VALUE!,"0,1776740713","0,04386783648","5,628283253",#VALUE!,#VALUE!,#VALUE!
PL0012,Akademia Morska w Szczecinie,Maritime University in Szczecin,2013,PL,"53,429139","14,564017",m,m,m,m,266,4027,29,m,a,8,0,0,m,#VALUE!,"0,05444897959","0,002448979592","18,36581709",#VALUE!,#VALUE!,#VALUE!
PL0013,Akademia Muzyczna im. Feliksa Nowowiejskiego w Bydgoszczy,The Feliks Nowowiejski Academy of Music in Bydgoszcz,2013,PL,"53,129964","18,009818",m,m,m,m,"137,2",618,10,m,a,3,0,0,m,#VALUE!,"0,06605413459","0,007201390613","15,13909774",#VALUE!,#VALUE!,#VALUE!
PL0014,Akademia Muzyczna im. Grażyny i Kiejstuta Bacewiczów w Łodzi,The Grazyna and Kiejstut Bacewicz Academy of Music in Łódź,2013,PL,"51,773056","19,448568",m,m,m,m,"214,7",648,20,m,a,3,0,0,m,#VALUE!,"0,2220064725","0,01618122977","4,504373178",#VALUE!,#VALUE!,#VALUE!
PL0015,Akademia Muzyczna im. Ignacego Jana Paderewskiego w Poznaniu,The Ignacy Jan Paderewski Academy of Music in Poznań,2013,PL,"52,407188","16,916329",m,m,m,m,"244,3",745,10,m,a,3,1,0,m,#VALUE!,"0,3313271605","0,03086419753","3,018164881",#VALUE!,#VALUE!,#VALUE!
PL0016,Akademia Muzyczna im. Karola Lipińskiego we Wrocławiu,The Karol Lipiński University of Music in Wrocław,2013,PL,"51,111155","17,021305",m,m,m,m,"156,6",638,13,m,a,9,1,0,m,#VALUE!,"0,3279194631","0,01342281879","3,049529267",#VALUE!,#VALUE!,#VALUE!
PL0017,Akademia Muzyczna im. Karola Szymanowskiego w Katowicach,The Karol Szymanowski Academy of Music in Katowice,2013,PL,"50,254999","19,02976",m,m,m,m,"171,3",926,37,m,a,3,3,0,m,#VALUE!,"0,2454545455","0,02037617555","4,074074074",#VALUE!,#VALUE!,#VALUE!
PL0018,Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku,The Stanisław Moniuszko Academy of Music in Gdańsk,2013,PL,"54,346178","18,663545",m,m,m,m,"185,8",857,14,m,a,4,0,0,m,#VALUE!,"0,1849892009","0,03995680346","5,405720957",#VALUE!,#VALUE!,#VALUE!
PL0019,Akademia Muzyczna w Krakowie,Academy of Music in Cracow,2013,PL,"50,061722","19,94321",m,m,m,m,"250,9",710,80,m,1,15,6,0,m,#VALUE!,"0,2168028005","0,01633605601","4,612486545",#VALUE!,#VALUE!,#VALUE!
PL0020,Akademia Obrony Narodowej,National Defence University of Warsaw,2013,PL,"52,267098","21,176129",m,m,m,m,"282,5",8318,542,m,a,52,9,7,m,22,"0,3533802817","0,1126760563","2,829812674",#VALUE!,#VALUE!,#VALUE!
PL0021,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej,Maria Grzegorzewska Academy of Pedagogy Special,2013,PL,"52,216634","20,971029","24875887,34","11620821,75","4646002,759","26701041,67","326,1",7844,117,"518959,7462",a,5,0,0,m,#VALUE!,"0,03396249098","0,06515989421","29,44424779",#VALUE!,"0,002644866554",#VALUE!
PL0022,Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach,University of Podlasie,2013,PL,"52,169621","22,284276","36199213,85","24473683,11",0,"35290179,78","527,1",8229,117,"1528534,449",a,3,1,0,m,#VALUE!,"0,04157317695","0,01491585926","24,05397117","0,00001221300667",#VALUE!,#VALUE!
PL0023,Akademia Polonijna w Częstochowie,Polonia University in Częstochowa,2013,PL,"50,810031","19,103553",m,m,m,m,44,747,a,a,a,3,2,a,m,#VALUE!,"0,06405395552","0,01421800948","15,61183836","0,00001493616647",#VALUE!,#VALUE!
PL0024,Akademia Pomorska w Słupsku,Pomeranian University in Słupsk,2013,PL,"54,452512","17,042456","19871781,51","13555937,19",0,"20159856,28",395,3453,94,"852427,8563",a,21,1,0,m,#VALUE!,"0,05890227577",#VALUE!,"16,97727273",#VALUE!,#VALUE!,#VALUE!
PL0026,Akademia Sztuk Pięknych im. Jana Matejki w Krakowie,Jan Matejko Academy of Fine Arts in Cracow,2013,PL,"50,066251","19,941563",m,m,m,m,284,1192,71,m,a,37,10,0,m,#VALUE!,"0,1143932812","0,02722270489","8,741772152","0,00001959339365",#VALUE!,#VALUE!
PL0027,Akademia Sztuk Pięknych im. Władysława Strzemińskiego w Łodzi,Academy of Fine Arts in Łódź,2013,PL,"51,788623","19,482548",m,m,m,m,"193,7",1279,a,m,a,22,6,a,m,#VALUE!,"0,2382550336","0,05956375839","4,197183099",#VALUE!,#VALUE!,#VALUE!
PL0028,Akademia Sztuk Pięknych w Gdańsku,Academy of Fine Arts in Gdańsk,2013,PL,"54,350705","18,649065",m,m,m,m,144,902,32,m,a,24,3,0,m,#VALUE!,"0,1514464425",#VALUE!,"6,602994321",#VALUE!,#VALUE!,#VALUE!
PL0029,Akademia Sztuk Pięknych w Katowicach,Academy of Fine Arts in Katowice,2013,PL,"50,254322","19,000591",m,m,m,m,"107,3",624,17,m,a,8,2,0,m,#VALUE!,"0,1596452328","0,0354767184","6,263888889",#VALUE!,#VALUE!,#VALUE!
PL0030,Uniwersytet Artystyczny w Poznaniu,University of Arts in Poznań,2013,PL,"52,410048","16,928768",m,m,m,m,"251,7",1484,25,m,a,38,3,0,m,#VALUE!,"0,1719551282","0,02724358974","5,815470643",#VALUE!,#VALUE!,#VALUE!
PL0031,Akademia Sztuk Pięknych w Warszawie,Academy of Fine Arts in Warsaw,2013,PL,"52,239403","21,015074",m,m,m,m,"350,5",1652,87,m,a,25,24,0,m,#VALUE!,"0,1696091644","0,01684636119","5,895907827",#VALUE!,#VALUE!,#VALUE!
PL0032,Akademia Sztuk Pięknych im. Eugeniusza Gepperta we Wrocławiu,Academy of Fine Arts in Wrocław,2013,PL,"51,106813","17,044127",m,m,m,m,"201,6",1154,15,m,a,19,6,0,m,#VALUE!,"0,2121670702","0,05266343826","4,713266762",#VALUE!,#VALUE!,#VALUE!
PL0033,Akademia Teatralna im. Aleksandra Zelwerowicza w Warszawie,The Aleksander Zelwerowicz Theatre Academy in Warsaw,2013,PL,"52,248428","21,007083",m,m,m,m,"114,8",347,a,m,a,1,2,a,m,#VALUE!,"0,1746967071","0,0129982669","5,724206349",#VALUE!,#VALUE!,#VALUE!
PL0034,Akademia Techniczno-Humanistyczna w Bielsku-Białej,University of Bielsko-Biała,2013,PL,"49,784861","19,05743","26269784,04","17776643,06",0,"30747135,3","369,8",7120,30,"1415572,127",a,33,5,0,m,#VALUE!,"0,3308357349",#VALUE!,"3,022648084",#VALUE!,#VALUE!,#VALUE!
PL0035,Akademia Wychowania Fizycznego i Sportu im. Jędrzeja Śniadeckiego w Gdańsku,Jędrzej Śniadecki Academy of Physical Education and Sport in Gdańsk,2013,PL,"54,419764","18,562343","14317036,47","8559751,233",0,"14748585,89",173,3366,52,"255936,7744",a,17,0,0,m,#VALUE!,"0,05193820225","0,004213483146","19,25365062","0,00001202713672",#VALUE!,#VALUE!
PL0036,Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,University School of Physical Education in Cracow,2013,PL,"50,071569","20,001056","18410774,35","13865520,65",0,"19055076,43","258,2",3953,139,"1065847,447",a,25,0,0,m,#VALUE!,"0,0513963161","0,01544860368","19,4566474","0,00001172993813",#VALUE!,#VALUE!
PL0037,Akademia Wychowania Fizycznego im. Eugeniusza Piaseckiego w Poznaniu,The Eugeniusz Piasecki University School of Physical Education in Poznań,2013,PL,"52,398956","16,933146","21284852,63","16235978,71",0,"24478685,14","257,1",4008,91,"731128,8312",a,24,0,0,m,#VALUE!,"0,06531748039","0,03516316721","15,30983734","0,00001355019493",#VALUE!,#VALUE!
PL0038,Akademia Wychowania Fizycznego im. Jerzego Kukuczki w Katowicach,The Jerzy Kukuczka Academy of Physical Education in Katowice,2013,PL,"50,24997","19,003764","17835541,86","11860376,9",0,"16739098,72","245,3",4758,150,"321796,7262",a,8,0,0,m,#VALUE!,"0,06414670659","0,02270459082","15,58926488","0,00001050301512",#VALUE!,#VALUE!
PL0039,Akademia Wychowania Fizycznego im. Józefa Piłsudskiego w Warszawie,The Józef Piłsudski Academy of Physical Education in Warsaw,2013,PL,"52,284415","20,958164","30338928,65","21665464,79",0,"30627336,88","381,4",6060,139,"1322201,056",a,82,4,0,m,#VALUE!,"0,05155527533","0,0315258512","19,39665715","0,00001465431348",#VALUE!,#VALUE!
PL0040,Akademia Wychowania Fizycznego we Wrocławiu,University School of Physical Education in Wrocław,2013,PL,"51,1177","17,090769","21886762,57","15173215,84",0,"21769465,16",298,4078,184,"1031250,13",a,19,0,0,m,#VALUE!,"0,06293729373","0,02293729373","15,88883062","0,00001245292731",#VALUE!,#VALUE!
PL0041,ALMAMER Szkoła Wyższa w Warszawie,ALMAMER University,2013,PL,"52,234737","20,975448",m,m,m,m,84,1499,a,a,a,a,a,a,m,#VALUE!,"0,07307503678","0,04512015694","13,68456376","0,00001368889855",#VALUE!,#VALUE!
PL0042,Ateneum - Szkoła Wyższa w Gdańsku,"""Ateneum"" Higher School in Gdańsk",2013,PL,"54,35995","18,64328",m,m,m,m,42,1965,a,a,a,1,0,a,m,#VALUE!,"0,05603735824",#VALUE!,"17,8452381",#VALUE!,#VALUE!,#VALUE!
PL0045,Bielska Wyższa Szkoła im. Józefa Tyszkiewicza w Bielsku-Białej,"International School of Business, Design and Technology in Bielsko-Biała",2013,PL,"49,826955","19,051359",m,m,m,m,54,579,a,a,2,12,a,1,m,#VALUE!,"0,0213740458",#VALUE!,"46,78571429",#VALUE!,#VALUE!,#VALUE!
PL0046,Chrześcijańska Akademia Teologiczna w Warszawie,Christian Theological Academy in Warsaw,2013,PL,"52,269527","20,954775","3671900,727","3374947,375",0,"4086109,803","56,7",587,115,"92120,5654",a,0,0,0,m,#VALUE!,"0,0932642487",#VALUE!,"10,72222222",#VALUE!,#VALUE!,#VALUE!
PL0047,Collegium Civitas w Warszawie,Collegium Civitas in Warsaw,2013,PL,"52,231813","21,006252",m,m,m,m,48,2032,a,m,a,31,12,a,m,#VALUE!,"0,09659284497","0,195911414","10,35273369","0,00001387627909",#VALUE!,#VALUE!
PL0048,Collegium Varsoviense w Warszawie,Collegium Varsoviense in Warsaw,2013,PL,"52,173058","21,197129",m,m,m,m,27,117,a,a,a,a,a,a,m,#VALUE!,"0,02362204724",#VALUE!,"42,33333333",#VALUE!,#VALUE!,#VALUE!
PL0049,Dolnośląska Szkoła Wyższa we Wrocławiu,University of Lower Silesia,2013,PL,"51,112989","16,988513",m,m,m,m,184,5279,104,m,a,21,2,0,m,#VALUE!,"0,2307692308",#VALUE!,"4,333333333",#VALUE!,#VALUE!,#VALUE!
PL0050,Dolnośląska Wyższa Szkoła Przedsiębiorczości i Techniki w Polkowicach,Lower Silesian University of Entrepreneurship and Technology in Polkowice,2013,PL,"51,510547","16,075985",m,m,m,m,55,479,a,a,a,7,0,a,m,#VALUE!,"0,03485508619","0,01970070089","28,69021739",#VALUE!,#VALUE!,#VALUE!
PL0052,Elbląska Uczelnia Humanistyczno-Ekonomiczna,The Elblag University of Humanities and Economy,2013,PL,"54,147154","19,421534",m,m,m,m,69,2085,a,a,a,0,0,a,m,#VALUE!,"0,114822547",#VALUE!,"8,709090909",#VALUE!,#VALUE!,#VALUE!
PL0056,Europejska Wyższa Szkoła Prawa i Administracji w Warszawie,European School of Law and Administration in Warsaw,2013,PL,"52,259176","21,04961",m,m,m,m,33,1428,a,a,a,a,a,a,m,#VALUE!,"0,03309352518",#VALUE!,"30,2173913",#VALUE!,#VALUE!,#VALUE!
PL0058,Gdańska Szkoła Wyższa,Gdansk School of Higher Education,2013,PL,"54,344359","18,641076",m,m,m,m,55,1711,a,a,a,0,0,a,m,#VALUE!,"0,0231092437",#VALUE!,"43,27272727",#VALUE!,#VALUE!,#VALUE!
PL0059,Gdańska Wyższa Szkoła Humanistyczna,Gdańsk Higher School of Humanities,2013,PL,"54,362638","18,635129",m,m,m,m,"72,7",2858,a,a,a,0,0,a,m,#VALUE!,"0,03214494448",#VALUE!,"31,10909091",#VALUE!,#VALUE!,#VALUE!
PL0060,Gliwicka Wyższa Szkoła Przedsiębiorczości,Gliwice Higher School of Enterprise,2013,PL,"50,278891","18,682945",m,m,m,m,28,854,a,a,a,0,a,a,m,#VALUE!,"0,02543736879",#VALUE!,"39,31224209",#VALUE!,#VALUE!,#VALUE!
PL0061,Gnieźnieńska Szkoła Wyższa Milenium,Gniezno University of Milenium,2013,PL,"52,520518","17,594343",m,m,m,m,28,1204,a,a,a,a,a,a,m,#VALUE!,"0,03278688525",#VALUE!,"30,5",#VALUE!,#VALUE!,#VALUE!
PL0062,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,Katowice School of Economics,2013,PL,"50,21225","18,976965",m,m,m,m,189,4482,a,m,a,17,0,a,m,#VALUE!,"0,02325581395",#VALUE!,43,#VALUE!,#VALUE!,#VALUE!
PL0068,Kaszubsko-Pomorska Szkoła Wyższa w Wejherowie,Kaszubian-Pomeranian Higher School in Wejherowo,2013,PL,"54,604294","18,227996",m,m,m,m,38,390,a,a,a,a,a,a,m,#VALUE!,"0,0421686747",#VALUE!,"23,71428571",#VALUE!,#VALUE!,#VALUE!
PL0069,Katolicki Uniwersytet Lubelski Jana Pawła II,The John Paul II Catholic University of Lublin,2013,PL,"51,247678","22,54478","72843190,79",m,m,m,1241,14436,1724,"3178367,924",a,41,9,0,m,#VALUE!,"0,09743589744",#VALUE!,"10,26315789",#VALUE!,#VALUE!,#VALUE!
PL0070,Karkonoska Państwowa Szkoła Wyższa w Jeleniej Górze,Karkonoska College in Jelenia Góra,2013,PL,"50,914447","15,732652","6663109,673","6402796,13",0,"7893148,481","106,2",1229,a,a,a,8,a,a,m,#VALUE!,"0,08596564145","0,1194236631","11,63255439",#VALUE!,#VALUE!,#VALUE!
PL0072,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego,Andrzej Frycz Modrzewski Cracow College,2013,PL,"50,051022","19,965134",m,m,m,m,"343,3",11354,17,m,a,35,3,0,m,#VALUE!,"0,08641171684",#VALUE!,"11,57250471","0,00001345470699",#VALUE!,#VALUE!
PL0073,Krakowska Wyższa Szkoła Promocji Zdrowia,Cracow Higher School of the Health Promotion,2013,PL,"50,072463","19,932994",m,m,m,m,"39,5",1929,a,a,a,a,a,a,m,#VALUE!,"0,03023604016","0,001497269685","33,07311389",#VALUE!,#VALUE!,#VALUE!
PL0074,Kujawsko-Pomorska Szkoła Wyższa w Bydgoszczy,Kujawy and Pomorze University in Bydgoszcz,2013,PL,"53,119175","18,021003",m,m,m,m,132,4291,a,a,2,13,0,a,m,#VALUE!,"0,02047693105",#VALUE!,"48,83544304",#VALUE!,#VALUE!,#VALUE!
PL0080,Małopolska Wyższa Szkoła Ekonomiczna w Tarnowie,Economic Higher School of Małopolska in Tarnów,2013,PL,"50,014767","20,992899",m,m,m,m,51,1483,a,a,a,5,0,a,m,15,"0,03076206013",#VALUE!,"32,50757576",#VALUE!,#VALUE!,#VALUE!
PL0081,Małopolska Wyższa Szkoła im.Józefa Dietla w Krakowie,Higher School of Małopolska in Cracow,2013,PL,"50,042976","19,951556",m,m,m,m,44,1352,a,a,a,0,0,a,m,#VALUE!,"0,03438975051",#VALUE!,"29,07843137",#VALUE!,"0,0101146325",#VALUE!
PL0082,Mazowiecka Wyższa Szkoła Humanistyczno-Pedagogiczna w Łowiczu,The Mazovian Higher School of Humanities and Pedagogical in Łowicz,2013,PL,"52,138847","19,916895",m,m,m,m,18,280,a,a,a,a,a,a,m,#VALUE!,"0,0325443787",#VALUE!,"30,72727273",#VALUE!,#VALUE!,#VALUE!
PL0083,Międzynarodowa Wyższa Szkoła Logistyki i Transportu we Wrocławiu,International University of Logistics and Transport in Wrocław,2013,PL,"51,140485","17,071947",m,m,m,m,29,1273,a,a,a,3,0,a,m,#VALUE!,"0,06428571429",#VALUE!,"15,55555556",#VALUE!,#VALUE!,#VALUE!
PL0085,Niepaństwowa Wyższa Szkoła Pedagogiczna w Białymstoku,University of Pedagogy in Bialystok,2013,PL,"53,144977","23,07703",m,m,m,m,36,1497,a,a,a,0,0,a,m,#VALUE!,"0,02278083268",#VALUE!,"43,89655172",#VALUE!,#VALUE!,#VALUE!
